43.576994,-79.659227
43.581994,-79.635727
43.602794,-79.661527
43.603894000000004,-79.65812700000001
43.608994,-79.640827
43.610494,-79.633227
43.585394,-79.635727
43.596494,-79.648427
43.577794000000004,-79.632827
43.610494,-79.632727
43.584394,-79.650627
43.585094,-79.640827
43.610394,-79.638227
43.597294,-79.64882700000001
43.582094,-79.639227
43.610194,-79.63812700000001
43.603894000000004,-79.649027
43.595994000000005,-79.628327
43.596694,-79.629727
43.586594,-79.62432700000001
43.612294,-79.634927
43.580094,-79.631127
43.607994,-79.626327
43.574294,-79.658827
43.606294,-79.647227
43.583194,-79.65522700000001
43.573494000000004,-79.655327
43.610694,-79.659127
43.578994,-79.655727
43.583594,-79.661927
43.589394,-79.650727
43.609694000000005,-79.656827
43.597394,-79.633627
43.583094,-79.630027
43.609194,-79.63892700000001
43.601594,-79.656727
43.581994,-79.65562700000001
43.574294,-79.639527
43.573594,-79.647727
43.611694,-79.62872700000001
43.581594,-79.65132700000001
43.596794,-79.635227
43.578094,-79.63082700000001
43.573494000000004,-79.649927
43.581994,-79.63122700000001
43.610394,-79.649927
43.606894000000004,-79.65002700000001
43.601294,-79.660127
43.579694,-79.655027
43.603294,-79.63122700000001
